mid,netflix,amazon_prime,disney_plus,hulu,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
1032,0,1,0,0,Ta Ra Rum Pum,http://www.yashrajfilms.com/microsites/TRRP/microflash.html,"A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika.  Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?",0.553752,India,2007-04-27,0,156.0,English,6.0,13,Family,Comedy,Romance,new york,from rags to riches,family relationships
1033,0,1,0,0,The Neon Demon,http://theneondemon.com/,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",38.150787,Denmark,2016-06-08,1333124,117.0,English,6.4,887,Thriller,Horror,,model,,
1034,0,1,0,0,Harry Brown,,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,16.829837,United Kingdom,2009-11-11,10329747,103.0,English,6.7,348,Thriller,Crime,Drama,self-defense,widower,
1035,0,1,0,0,The Omega Code,,"In this spiritual thriller, an ancient prophecy is about to be fulfilled as a secret code brings the world to the edge of Apocalypse. Gillen Lane (Casper Van Dien) is a expert on theology and mythology who has gained international fame as a motivational speaker.",1.288173,special,1999-10-15,2400000,100.0,English,4.4,17,Horror,Thriller,,bible,suspense,biblical code
1036,1,0,0,0,The Piano,,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",17.681707,New Zealand,1993-05-19,116700000,121.0,English,7.1,281,Drama,Romance,,love triangle,scotland,mother
1037,1,0,0,0,Jumping the Broom,http://www.jumpingthebroom-movie.com/,Two very different families converge on Martha's Vineyard one weekend for a wedding.,4.492455,United States of America,2011-05-06,37710610,112.0,English,6.0,56,Comedy,,,african american,wedding,class differences
1038,0,1,0,0,Desperado,,A gunslinger is embroiled in a war with a local drug runner.,25.511217,United States of America,1995-08-25,25405445,104.0,English,6.8,881,Thriller,Action,Crime,gunslinger,anti terror,ambush
1039,1,0,0,0,Logan's Run,,"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes.",12.268143,United States of America,1976-06-23,25000000,119.0,English,6.6,269,Adventure,Action,Romance,female nudity,killer robot,nudity
1040,0,1,0,0,The Descent,,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",23.413188,United Kingdom,2005-07-08,0,99.0,English,6.8,1005,Adventure,Horror,,mutant,expedition,cave
1041,1,0,0,0,In Too Deep,,A fearless cop is taking on a ruthless crimelord. He knew the risks. He just didn't know how far he would have to go.,2.772178,United States of America,1999-08-25,14011454,97.0,Italiano,6.2,17,Drama,Action,Thriller,,,
1042,1,0,0,0,A Serious Man,,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",23.612409,United States of America,2009-10-02,31430334,105.0,English,6.6,483,Comedy,Drama,,professor,dark comedy,telephone call
1043,0,1,0,0,Warlock,,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal.
 The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.",9.887662,United States of America,1989-06-01,0,103.0,English,5.8,95,Adventure,Comedy,Fantasy,witch,cemetery,magic
1044,1,0,0,0,A Single Man,http://www.asingleman-movie.com/,"Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.",21.626288,United States of America,2009-10-19,0,101.0,English,7.3,463,Drama,Romance,,gay,based on novel,suicidal
1045,0,1,0,0,Who's Your Caddy?,,"When ""street smart"" rapper Christopher ""C-Note"" Hawkins (Big Boi) applies for a membership to all-white Carolina Pines Country Club, the establishment's proprietors are hardly ready to oblige him.",2.881239,United States of America,2007-07-27,0,93.0,English,3.8,18,Comedy,,,sport,,
1046,0,1,0,0,Split Second,,"In a futuristic London, the rising sea levels mean that large areas are under feet of water. Hauer plays a cop who previously lost his partner to some strange creature. Now the creature is back and its after him.",4.857028,United Kingdom,1992-05-01,5,90.0,English,5.7,63,Thriller,Action,Horror,flooding,futuristic,police detective
1047,0,1,0,0,Factory Girl,,"In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",11.400229,United States of America,2006-12-29,0,90.0,English,6.2,81,Drama,,,new york,alcohol,sex
1048,0,1,0,1,We Need to Talk About Kevin,http://kevin.oscilloscope.net/,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",21.276864,United Kingdom,2011-09-28,6038942,112.0,English,7.4,677,Drama,Thriller,,suburb,violence,killing spree
1049,1,1,0,0,The Christmas Candle,http://www.thechristmascandlemovie.com/,"Deep in the heart of the English countryside lies the enchanting village of Gladbury. Legend has it every 25 years an angel visits the village candlemaker and touches a single candle. Whoever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end.",1.799504,United Kingdom,2013-11-22,0,100.0,English,5.8,8,Drama,Family,,angel,miracle,village
1050,1,0,0,0,Alpha and Omega: The Legend of the Saw Tooth Cave,,"The Alphas and Omegas share a thrilling adventure after Runt discovers the Saw Tooth Cave. Runt finds a wolf in need and lends a helping paw. Stars Ben Diskin &amp; Kate Higgins.  American computer-animated action-comedy/fantasy film exclusively from Walmart. It is the fourth film in the Alpha and Omega franchise and the sequel to Alpha and Omega, A Howl-iday Adventure, and The Great Wolf Games.",1.874783,United States of America,2014-07-21,0,53.0,English,6.5,4,Family,Animation,Comedy,,,
1051,0,0,1,0,High School Musical 2,http://www.disneychannel.com/highschoolmusical2,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",21.01755,United States of America,2007-08-17,7000000,104.0,English,6.1,843,Comedy,Drama,Family,musical,music,summer
1052,1,0,0,0,Two Lovers and a Bear,,"Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman and Lucy, two burning souls who come together to make a leap for life and inner peace.",3.139294,special,2016-10-02,0,96.0,English,6.8,27,Drama,Romance,,small town,lovers,bear
1053,1,0,0,0,House at the End of the Street,,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",25.613197,United States of America,2012-09-21,44287131,101.0,English,5.6,555,Horror,Thriller,,mother daughter relationship,cross dressing,violence
1054,1,1,0,0,La Bamba,,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,6.847099,United States of America,1987-07-24,54215416,108.0,English,6.8,116,Drama,Music,,musical,death,dying young
1055,1,0,0,0,The Four Seasons,,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.",8.067702,United States of America,1981-05-22,0,107.0,English,6.3,16,Comedy,Drama,Romance,,,
1056,0,0,1,0,The Adventures of Huck Finn,,"Climb aboard for an extraordinary version of Mark Twain's sweeping adventure when Walt Disney presents The Adventures of Huck Finn, starring Elijah Wood (The Lord of the Rings). Directed by Stephen Sommers (The Mummy, The Mummy Returns), it's the unforgettable saga of a mischievous youngster and a runaway slave",2.163683,United States of America,1993-04-02,0,108.0,English,6.2,42,Action,Adventure,Drama,southern accent,wanted man,lynch mob
1057,0,1,0,0,Bats,,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,1.537859,United States of America,1999-10-22,10,91.0,English,4.1,35,Horror,Thriller,,mutation,bat,attack
1058,1,0,0,0,Layer Cake,http://www.sonypictures.co.uk/homevideo/layercake/index.html,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",24.0034,United Kingdom,2004-09-30,11850214,105.0,English,7.0,559,Drama,Thriller,Crime,kidnapping,ecstasy,drug traffic
1059,0,0,0,1,The Messenger,http://www.themessengermovie.com/,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",8.432401,United States of America,2009-11-13,1521261,113.0,English,7.1,119,Drama,History,,independent film,wounded,soldier
1060,0,1,0,0,Control,http://www.controlthemovie.com,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",11.357474,Japan,2007-09-26,8159508,121.0,English,7.5,200,Drama,,,manchester city,medicine,new love
1061,1,0,0,0,Grease,,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",67.608041,United States of America,1978-07-07,181813770,110.0,English,7.2,1581,Romance,,,flying car,street gang,running
1062,1,0,0,0,Platoon,,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",49.802914,United Kingdom,1986-12-18,138530565,120.0,English,7.5,1205,Drama,War,Action,famous score,hero,mine
1063,0,1,0,0,Butch Cassidy and the Sundance Kid,,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",24.499996,United States of America,1969-09-23,102308889,110.0,English,7.4,650,History,Drama,Western,wyoming,historical figure,loot sharing
1064,0,0,1,0,Mary Poppins,,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",59.961523,United States of America,1964-08-27,102272727,139.0,English,7.4,1183,Comedy,Family,Fantasy,london england,dancing,parents kids relationship
1065,1,0,0,0,Ordinary People,,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",12.541983,United States of America,1980-09-19,0,124.0,English,7.4,145,Drama,,,post traumatic stress  disorder,depression,suicide attempt
1066,1,0,0,0,School Daze,,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,3.159574,United States of America,1988-02-12,0,121.0,English,6.2,26,Comedy,Drama,,musical,,
1067,1,0,0,0,Mystic Pizza,,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut.,6.379933,United States of America,1988-10-13,0,104.0,English,5.9,123,Comedy,Drama,Romance,independent film,commitment,lobster
1068,0,1,0,0,City Island,,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",6.497285,United States of America,2009-03-06,6670712,104.0,English,6.9,113,Drama,Comedy,,secret,fetishism,stripper
1069,0,1,0,0,College,http://college-themovie.com/,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,7.034618,United States of America,2008-08-28,6230276,94.0,English,4.8,48,Comedy,,,sexuality,college,girlfriend
1070,1,0,0,0,Wish I Was Here,,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",15.015271,United States of America,2014-01-18,5483299,120.0,English,6.4,300,Drama,Comedy,,jew,independent film,homeschooling
1071,0,1,0,0,Julia,,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",6.077735,United States of America,1977-10-02,0,117.0,English,6.3,30,Drama,,,friends,playwright,
1072,0,1,0,0,Song One,http://songonemovie.tumblr.com/,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",6.349218,United States of America,2014-01-20,32251,86.0,English,5.5,87,Drama,,,woman director,,
1073,0,0,1,0,Bend It Like Beckham,http://www2.foxsearchlight.com/benditlikebeckham/,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",22.054546,India,2002-04-11,76578641,112.0,English,6.2,578,Comedy,Drama,Romance,london england,tradition,indian lead
1074,0,1,0,0,Sunshine State,,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",4.245123,special,2002-06-21,0,141.0,English,6.0,10,Drama,,,independent film,,
1075,0,1,0,0,Iris,,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",2.714043,Canada,2001-12-14,0,91.0,English,6.2,47,Drama,Romance,,based on novel,new love,love of one's life
1076,0,1,0,0,Mambo Italiano,http://mamboitaliano.ca/,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.080741,Canada,2003-06-06,3031801,92.0,English,5.6,28,Comedy,Romance,,gay,father son relationship,sex
1077,1,1,0,0,Do the Right Thing,,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",15.580335,United States of America,1989-06-30,37295445,120.0,English,7.6,292,Drama,,,black people,italo-american,police brutality
1078,1,0,0,0,Rang De Basanti,,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",5.206967,India,2006-01-26,11502151,157.0,हिन्दी,7.2,97,Drama,,,new delhi india,students' movement,war of independence
1079,0,1,0,0,Saint Ralph,,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by.
 It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends.",1.688495,Canada,2004-09-11,0,95.0,English,7.3,24,Comedy,Drama,,sport,independent film,
1080,1,0,0,0,Miss Julie,,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",5.033065,United Kingdom,2014-09-07,5000000,120.0,English,5.9,45,Drama,,,love triangle,love,irish
1081,0,0,0,1,Lights Out,http://www.lightsoutmovie.com/,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",48.170508,United States of America,2016-07-21,44107032,81.0,English,6.3,1129,Horror,Thriller,,suicide,darkness,basement
1082,0,0,0,1,Paranormal Activity 3,http://www.paranormalmovie.com/,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",29.15813,United States of America,2011-10-19,205703818,83.0,English,5.9,669,Horror,,,witch,sister sister relationship,sequel
1083,0,0,0,1,Paranormal Activity 4,,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",20.326337,United States of America,2012-10-17,142817992,95.0,English,5.2,563,Horror,,,garage,poltergeist,webcam
1084,1,1,0,0,Monster,,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,19.683187,United States of America,2003-11-16,60378584,110.0,English,7.0,485,Crime,Drama,,female nudity,prostitute,rape
1085,0,0,1,0,"20,000 Leagues Under the Sea",,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",9.358197,United States of America,1954-12-23,28200000,127.0,English,6.8,157,Adventure,Drama,Science Fiction,diving,ocean,submarine
1086,0,1,0,0,The Elephant Man,,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",30.271066,United Kingdom,1980-10-02,26010864,124.0,English,7.9,719,Drama,History,,exploitation,biography,hospital
1087,1,0,0,0,Dallas Buyers Club,,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",59.454473,United States of America,2013-09-07,55198285,117.0,English,7.9,2886,Drama,History,,women,aids,biography
1088,0,1,0,0,The Lazarus Effect,https://www.facebook.com/thelazaruseffect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",20.304235,United States of America,2015-01-29,64110728,83.0,English,5.1,505,Thriller,Horror,,terror,experiment,afterlife
1089,0,0,0,1,Oculus,,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,35.871248,United States of America,2013-09-08,44030246,104.0,English,6.3,1050,Horror,,,hallucination,supernatural,mirror
1090,1,0,0,0,Billy Elliot,,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",20.428237,France,2000-05-18,110000000,110.0,English,7.4,750,Drama,Comedy,Music,workers' quarter,dancing class,strike
1091,1,0,0,0,House Party 2,,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,3.673566,United States of America,1991-10-23,0,94.0,English,4.7,21,Comedy,,,,,
1092,0,0,1,0,Doug's 1st Movie,,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,1.88484,United States of America,1999-03-26,0,77.0,English,5.4,22,Animation,Family,Comedy,journalism,dance,daydream
1093,1,0,0,0,Our Idiot Brother,http://www.ouridiotbrother.com/,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",15.688439,United States of America,2011-08-26,17273593,90.0,English,5.9,365,Comedy,Drama,,brother sister relationship,sister sister relationship,family clan
1094,1,0,0,0,Race,,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",22.9951,Canada,2016-02-19,24804129,134.0,English,7.1,478,Action,Drama,,olympic games,biography,sport
1095,1,0,0,0,"As Above, So Below",http://www.asabovesobelowmovie.com/,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",26.510558,United States of America,2014-08-14,40100000,93.0,English,6.1,766,Horror,Thriller,,paris,treasure,catacombs
1096,1,0,0,0,Spring Breakers,http://www.springbreakersmovie.com/,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",62.554173,France,2013-01-24,31724284,94.0,English,5.0,1551,Drama,Crime,,female nudity,sex,florida
1097,1,0,0,0,The Haunting of Molly Hartley,http://www.mylifetime.com/movies/the-haunting-of-molly-hartley,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",8.309894,United States of America,2008-10-31,0,82.0,English,4.3,48,Drama,Horror,,,,
1098,0,1,0,0,April Fool's Day,,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.",8.190888,Canada,1986-03-27,0,89.0,English,5.8,73,Horror,Mystery,,island,party,murder
1099,1,0,0,0,Apollo 18,http://apollo18movie.net/,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",17.028252,Canada,2011-07-20,25562924,86.0,Český,5.0,356,Horror,Thriller,Science Fiction,moon,nasa,infection
1100,1,0,0,1,No Escape,,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",38.006982,United States of America,2015-08-26,54418872,103.0,Français,6.7,777,Action,Thriller,,hotel,revolution,race against time
1101,0,1,0,0,The Beastmaster,,"Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.",6.377523,United States of America,1982-08-20,14056528,118.0,English,6.0,97,Action,Fantasy,,sword fight,animal,
1102,1,0,0,0,Moon,http://www.sonyclassics.com/moon/,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,United Kingdom,2009-06-12,9760104,97.0,Español,7.6,1794,Science Fiction,Drama,,moon,artificial intelligence,clone
1103,0,1,0,0,Bottle Shock,http://www.bottleshockthemovie.com/,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",6.174435,United States of America,2008-08-06,4040588,110.0,Français,6.6,60,Comedy,Drama,,wine garden,wine,winzer
1104,1,0,0,0,The Machinist,,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",35.252056,United States of America,2004-02-09,8203235,101.0,English,7.3,1247,Thriller,Drama,,factory,insomnia,post it
1105,0,1,0,0,Light Sleeper,,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",6.063868,United States of America,1992-08-21,0,103.0,English,5.7,15,Drama,Crime,,suicide,drug dealer,redemption
1106,1,0,0,0,Kill the Messenger,,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,21.343093,United States of America,2014-10-09,2450846,112.0,English,6.6,355,Thriller,Crime,Drama,biography,,
1107,1,0,0,0,Green Room,http://greenroom-movie.com/,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,30.001024,United States of America,2016-04-15,3220371,95.0,English,6.7,683,Horror,Crime,Thriller,skinhead,heroin,music
1108,0,1,0,0,Desert Blue,,"An academic obsessed with ""roadside attractions"" and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert.",1.116206,United States of America,1999-06-06,0,90.0,English,5.5,9,Comedy,Drama,,bomb,fire,fbi
