,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
1035,1035,The Omega Code,,"In this spiritual thriller, an ancient prophecy is about to be fulfilled as a secret code brings the world to the edge of Apocalypse. Gillen Lane (Casper Van Dien) is a expert on theology and mythology who has gained international fame as a motivational speaker.",1.288173,special,1999-10-15,2400000,100.0,English,4.4,17,Horror,Thriller,,bible,suspense,biblical code
1038,1038,Desperado,,A gunslinger is embroiled in a war with a local drug runner.,25.511217,United States of America,1995-08-25,25405445,104.0,English,6.8,881,Thriller,Action,Crime,gunslinger,anti terror,ambush
1040,1040,The Descent,,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",23.413188,United Kingdom,2005-07-08,0,99.0,English,6.8,1005,Adventure,Horror,,mutant,expedition,cave
1043,1043,Warlock,,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal.
 The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.",9.887662,United States of America,1989-06-01,0,103.0,English,5.8,95,Adventure,Comedy,Fantasy,witch,cemetery,magic
1045,1045,Who's Your Caddy?,,"When ""street smart"" rapper Christopher ""C-Note"" Hawkins (Big Boi) applies for a membership to all-white Carolina Pines Country Club, the establishment's proprietors are hardly ready to oblige him.",2.881239,United States of America,2007-07-27,0,93.0,English,3.8,18,Comedy,,,sport,,
1046,1046,Split Second,,"In a futuristic London, the rising sea levels mean that large areas are under feet of water. Hauer plays a cop who previously lost his partner to some strange creature. Now the creature is back and its after him.",4.857028,United Kingdom,1992-05-01,5,90.0,English,5.7,63,Thriller,Action,Horror,flooding,futuristic,police detective
1047,1047,Factory Girl,,"In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",11.400229,United States of America,2006-12-29,0,90.0,English,6.2,81,Drama,,,new york,alcohol,sex
1048,1048,We Need to Talk About Kevin,http://kevin.oscilloscope.net/,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",21.276864,United Kingdom,2011-09-28,6038942,112.0,English,7.4,677,Drama,Thriller,,suburb,violence,killing spree
1049,1049,The Christmas Candle,http://www.thechristmascandlemovie.com/,"Deep in the heart of the English countryside lies the enchanting village of Gladbury. Legend has it every 25 years an angel visits the village candlemaker and touches a single candle. Whoever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end.",1.799504,United Kingdom,2013-11-22,0,100.0,English,5.8,8,Drama,Family,,angel,miracle,village
1054,1054,La Bamba,,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,6.847099,United States of America,1987-07-24,54215416,108.0,English,6.8,116,Drama,Music,,musical,death,dying young
1057,1057,Bats,,Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,1.537859,United States of America,1999-10-22,10,91.0,English,4.1,35,Horror,Thriller,,mutation,bat,attack
1060,1060,Control,http://www.controlthemovie.com,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",11.357474,Japan,2007-09-26,8159508,121.0,English,7.5,200,Drama,,,manchester city,medicine,new love
1063,1063,Butch Cassidy and the Sundance Kid,,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",24.499996,United States of America,1969-09-23,102308889,110.0,English,7.4,650,History,Drama,Western,wyoming,historical figure,loot sharing
1068,1068,City Island,,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",6.497285,United States of America,2009-03-06,6670712,104.0,English,6.9,113,Drama,Comedy,,secret,fetishism,stripper
1069,1069,College,http://college-themovie.com/,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,7.034618,United States of America,2008-08-28,6230276,94.0,English,4.8,48,Comedy,,,sexuality,college,girlfriend
1071,1071,Julia,,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",6.077735,United States of America,1977-10-02,0,117.0,English,6.3,30,Drama,,,friends,playwright,
1072,1072,Song One,http://songonemovie.tumblr.com/,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",6.349218,United States of America,2014-01-20,32251,86.0,English,5.5,87,Drama,,,woman director,,
1074,1074,Sunshine State,,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",4.245123,special,2002-06-21,0,141.0,English,6.0,10,Drama,,,independent film,,
1075,1075,Iris,,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",2.714043,Canada,2001-12-14,0,91.0,English,6.2,47,Drama,Romance,,based on novel,new love,love of one's life
1076,1076,Mambo Italiano,http://mamboitaliano.ca/,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.080741,Canada,2003-06-06,3031801,92.0,English,5.6,28,Comedy,Romance,,gay,father son relationship,sex
1077,1077,Do the Right Thing,,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",15.580335,United States of America,1989-06-30,37295445,120.0,English,7.6,292,Drama,,,black people,italo-american,police brutality
1079,1079,Saint Ralph,,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by.
 It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends.",1.688495,Canada,2004-09-11,0,95.0,English,7.3,24,Comedy,Drama,,sport,independent film,
1084,1084,Monster,,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,19.683187,United States of America,2003-11-16,60378584,110.0,English,7.0,485,Crime,Drama,,female nudity,prostitute,rape
1086,1086,The Elephant Man,,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",30.271066,United Kingdom,1980-10-02,26010864,124.0,English,7.9,719,Drama,History,,exploitation,biography,hospital
1088,1088,The Lazarus Effect,https://www.facebook.com/thelazaruseffect,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",20.304235,United States of America,2015-01-29,64110728,83.0,English,5.1,505,Thriller,Horror,,terror,experiment,afterlife
1098,1098,April Fool's Day,,"A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.",8.190888,Canada,1986-03-27,0,89.0,English,5.8,73,Horror,Mystery,,island,party,murder
1101,1101,The Beastmaster,,"Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.",6.377523,United States of America,1982-08-20,14056528,118.0,English,6.0,97,Action,Fantasy,,sword fight,animal,
1103,1103,Bottle Shock,http://www.bottleshockthemovie.com/,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",6.174435,United States of America,2008-08-06,4040588,110.0,Français,6.6,60,Comedy,Drama,,wine garden,wine,winzer
1105,1105,Light Sleeper,,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",6.063868,United States of America,1992-08-21,0,103.0,English,5.7,15,Drama,Crime,,suicide,drug dealer,redemption
1108,1108,Desert Blue,,"An academic obsessed with ""roadside attractions"" and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert.",1.116206,United States of America,1999-06-06,0,90.0,English,5.5,9,Comedy,Drama,,bomb,fire,fbi
1110,1110,Fascination,,"Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed?",0.219799,United Kingdom,2004-10-13,0,95.0,English,3.8,4,Romance,Thriller,,beach,murder,
1111,1111,Rudderless,,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",10.619574,United States of America,2014-10-17,0,105.0,English,7.4,105,Music,Drama,Comedy,father son relationship,rock band,grieving father
1112,1112,Henry & Me,,"Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away!",0.999655,United States of America,2014-08-18,0,67.0,English,3.0,3,Family,Animation,,baseball,surrealism,children
1113,1113,Capricorn One,,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth",11.095219,United Kingdom,1977-12-10,0,123.0,English,6.4,131,Drama,Action,Thriller,helicopter,nasa,texas
1119,1119,Four Weddings and a Funeral,http://workingtitlefilms.com/film.php?filmID=59,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,29.834065,United Kingdom,1994-03-09,254700832,117.0,English,6.6,632,Comedy,Drama,Romance,upper class,love at first sight,wedding vows
1121,1121,Salvador,,A second rated journalist from the US tries his luck in El Salvador during the military dictatorship in the 1980s.,3.819796,United Kingdom,1986-04-23,0,123.0,English,7.0,71,Drama,,,civil war,dictator,journalist
1122,1122,Spun,,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",6.249262,United States of America,2002-06-01,0,101.0,English,6.6,132,Comedy,Crime,Drama,independent film,speed freak,junky cop
1123,1123,Falcon Rising,,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",6.988357,United States of America,2014-09-05,0,103.0,English,5.5,71,Adventure,Action,,yakuza,marine,fighting
1127,1127,Porky's,,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",12.891276,United States of America,1981-11-13,125728258,94.0,English,6.1,183,Comedy,,,male nudity,female nudity,sex
1129,1129,Annie Hall,,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",35.892034,United States of America,1977-04-19,38251425,93.0,English,7.8,1010,Comedy,Drama,Romance,narration,neurosis,comedian
1130,1130,The Kids Are All Right,http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",15.338211,United States of America,2010-07-09,34705850,106.0,English,6.5,506,Comedy,Drama,,lesbian relationship,lesbian,dinner
1132,1132,Love Stinks,,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play.",3.347885,United States of America,1999-09-10,0,94.0,Português,5.4,11,Comedy,Romance,,behind the scenes,spa,planetarium
1133,1133,Trust,http://www.trustmovie2011.com/,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",21.230737,United States of America,2010-09-10,120000,104.0,English,6.6,307,Crime,Drama,Thriller,rape,obsession,lie
1135,1135,The Loved Ones,http://www.thelovedonesmovie.com/,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes...",4.989985,Australia,2009-09-13,0,84.0,English,6.6,207,Horror,,,killing,high school,female killer
1136,1136,Desert Dancer,,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban.",1.972668,Morocco,2014-07-03,0,98.0,English,6.5,18,Drama,,,dance,ban from profession,biography
1137,1137,Defendor,,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.",8.45342,Canada,2009-09-12,44462,101.0,English,6.5,195,Drama,Action,Comedy,crime fighter,delusion,superhero
1138,1138,Creepshow 2,,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",10.729884,United States of America,1987-05-01,14000000,92.0,English,5.9,129,Horror,,,lake,anthology,revenge
1142,1142,Train,,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.,3.280081,United States of America,2008-10-16,0,94.0,English,4.8,36,Horror,Thriller,,,,
1143,1143,Sharknado,http://www.theasylum.cc/product.php?id=230,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",20.466433,United States of America,2013-07-11,0,86.0,English,3.8,476,TV Movie,Horror,,california,helicopter,beach
1144,1144,The Masked Saint,http://freestylereleasing.com/the-masked-saint/,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.",0.909067,United States of America,2016-01-08,0,111.0,English,2.9,7,Crime,Action,,pastor,based on true story,wrestler
1151,1151,The Original Kings of Comedy,,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",1.918959,United States of America,2000-08-18,0,115.0,English,6.3,15,Comedy,,,,,
1152,1152,Martin Lawrence Live: Runteldat,,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",0.295226,United States of America,2002-08-01,19184015,113.0,English,5.0,1,Comedy,,,daily life,scandal,growing up
1154,1154,Pokémon 3: The Movie,http://movies.warnerbros.com/pk3/,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",9.18885,Japan,2000-07-08,68411275,93.0,English,5.9,137,Adventure,Fantasy,Animation,mountains,mountain village,friendship
1162,1162,Tanner Hall,http://www.tannerhallthefilm.com/,"Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run down New England, the knot of adolescent complexity is unraveled through the coming of age stories of four teen-age girls.",2.015525,United States of America,2009-09-14,0,96.0,English,5.4,32,Drama,,,boarding school,woman director,
1166,1166,Enter the Dangerous Mind,,"A psychological thriller set in the world of underground dubstep, Snap is the story of Jim Whitman, a brilliant but painfully introverted musician who develops a crush on a young social worker.",1.998826,United States of America,2013-03-11,0,88.0,English,4.8,14,Thriller,,,composer,obsession,
1167,1167,Chicago Overcoat,,The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.,1.034844,United States of America,2009-10-10,0,95.0,English,6.1,5,Action,Crime,Thriller,,,
1168,1168,Close Range,https://www.facebook.com/closerangemovie/,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",5.485217,United States of America,2015-12-11,0,80.0,English,4.9,54,Crime,Action,,,,
1169,1169,Boynton Beach Club,,A handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writer-director Susan Seidelman.,0.18887,special,2005-08-05,0,105.0,English,6.8,3,Comedy,Drama,Romance,independent film,,
1171,1171,Young Frankenstein,,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",36.444894,United States of America,1974-12-15,86273333,106.0,English,7.7,854,Comedy,Science Fiction,,experiment,castle,assistant
1172,1172,Donovan's Reef,,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",1.897263,United States of America,1963-06-12,6600000,109.0,English,6.0,30,Adventure,Comedy,Romance,birthday,half-brother,priest
1175,1175,Hud,,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",6.82919,United States of America,1963-05-29,10000000,112.0,English,7.5,66,Action,Drama,Western,alcoholism,ranchers,rancher
1177,1177,Garden State,http://www2.foxsearchlight.com/gardenstate/,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",30.583959,United States of America,2004-07-28,26781723,102.0,English,7.1,618,Comedy,Drama,Romance,new jersey,paraplegic,loss of mother
1178,1178,Saving Face,,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,2.487255,United States of America,2004-09-12,0,91.0,English,6.8,32,Comedy,Romance,,lesbian relationship,lgbt,woman director
1179,1179,Brick Lane,,"The grind of daily life as a Brick Lane Bangladessi as seen through the eyes of Nazneen (Chatterjee), who at 17 enters an arranged marriage with Chanu (Kaushik). Years later, living in east London with her family, she meets a young man Karim (Simpson).",0.262135,United Kingdom,2007-11-16,0,102.0,special,5.2,15,Drama,,,arranged marriage,independent film,bangladesh
1183,1183,8 Days,,"After sneaking to a party with her friends, 16-year-old Amber Stevens goes missing. Forced into the world of sex trafficking, her family and community fight to get her back. Inspired by actual events.",0.015295,United States of America,2014-06-15,0,90.0,English,0.0,0,Thriller,Drama,,christian film,sex trafficking,
1184,1184,Eden,,"After their plane crashes off the coast of a deserted Pacific island, the surviving members of an American soccer team find themselves in the most dire of circumstances with limited resources, dwindling food supply and no rescue coming any time soon.  Team spirit evaporates as disagreements cause the group to separate into factions - a violent one lead by an unbalanced ruler, and a compassionate one led by a selfless player.",2.713171,Malaysia,2015-10-22,0,97.0,English,5.6,19,Thriller,Drama,,island,airplane,survival
1186,1186,Lies in Plain Sight,,"“Lies in Plain Sight” tells the story of Eva and her blind cousin Sofia (Martha Higareda), who were inseparable as children, with Eva the loyal companion who helped Sofia through her tough adolescent years. When Eva suddenly commits suicide, Sofia rushes home to her father, Hector (Benito Martinez), and Eva’s parents, Marisol (Rosie Perez) and Rafael (Yul Vásquez), to find answers. But the more she delves into Eva’s life, questioning her past boyfriends Ethan (Chad Michael Murray) and Christian (Christoph Sanders), the more Sofia realizes that their childhood was actually filled with dark, disturbing secrets.",0.47909,special,2010-10-03,0,88.0,English,4.5,4,Drama,Mystery,Thriller,suicide,family secrets,blind
1190,1190,Clockwatchers,,Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours...,1.196943,special,1997-01-01,0,96.0,English,5.6,13,Comedy,Drama,,independent film,woman director,
1191,1191,Teeth,,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",7.359286,United States of America,2007-01-19,0,94.0,English,5.2,210,Comedy,Horror,,,,
1192,1192,Stonewall,https://twitter.com/Stonewall_Movie,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",5.16023,United States of America,2015-09-18,187674,129.0,English,5.2,32,Drama,,,stonewall riot,,
1193,1193,London,,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,5.350423,United Kingdom,2005-02-10,0,92.0,English,6.1,96,Drama,Action,Romance,new york,celebration,
1194,1194,Circle,,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,6.752141,United States of America,2015-10-02,0,87.0,English,6.0,333,Horror,Science Fiction,,survival,execution,stranger
1195,1195,Stitches,,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",7.447714,Ireland,2012-05-19,95000,86.0,English,5.5,92,Horror,,,slapstick,teen angst,slaughter
1196,1196,The Lady from Shanghai,,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,8.055084,United States of America,1947-12-24,0,87.0,广州话 / 廣州話,7.2,102,Crime,Drama,Mystery,new york,san francisco,aquarium
1197,1197,Highway,,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",3.419685,United States of America,2002-01-01,0,97.0,English,5.6,37,Action,Adventure,Drama,road movie,,
1198,1198,Small Apartments,,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.",5.100741,United States of America,2012-03-10,0,96.0,English,5.7,50,Comedy,Crime,,,,
1201,1201,Abandoned,,When their yacht capsizes during a storm; four men face almost certain death.,3.068463,New Zealand,2015-08-30,0,82.0,English,5.8,27,Drama,Thriller,,supervivencia,,
1202,1202,The Last Exorcism,http://thelastexorcism.com/,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.838986,United States of America,2010-08-27,67738090,87.0,English,5.6,328,Horror,Drama,Thriller,exorcism,fraud,evil spirit
1208,1208,The Squid and the Whale,,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents divorce in Brooklyn in the 1980's.",13.788054,United States of America,2005-10-05,11098131,81.0,English,6.9,226,Comedy,Drama,,childhood memory,uniform,independent film
1211,1211,The Believer,,The movie tells the story of a young Jewish man who becomes fiercely anti-Semitic.,9.856826,United States of America,2001-01-19,416925,98.0,English,6.8,151,Drama,,,bomb,jewry,world war ii
