,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
1052,1052,Two Lovers and a Bear,,"Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman and Lucy, two burning souls who come together to make a leap for life and inner peace.",3.139294,special,2016-10-02,0,96.0,English,6.8,27,Drama,Romance,,small town,lovers,bear
1053,1053,House at the End of the Street,,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",25.613197,United States of America,2012-09-21,44287131,101.0,English,5.6,555,Horror,Thriller,,mother daughter relationship,cross dressing,violence
1054,1054,La Bamba,,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,6.847099,United States of America,1987-07-24,54215416,108.0,English,6.8,116,Drama,Music,,musical,death,dying young
1055,1055,The Four Seasons,,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.",8.067702,United States of America,1981-05-22,0,107.0,English,6.3,16,Comedy,Drama,Romance,,,
1058,1058,Layer Cake,http://www.sonypictures.co.uk/homevideo/layercake/index.html,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",24.0034,United Kingdom,2004-09-30,11850214,105.0,English,7.0,559,Drama,Thriller,Crime,kidnapping,ecstasy,drug traffic
1061,1061,Grease,,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",67.608041,United States of America,1978-07-07,181813770,110.0,English,7.2,1581,Romance,,,flying car,street gang,running
1062,1062,Platoon,,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",49.802914,United Kingdom,1986-12-18,138530565,120.0,English,7.5,1205,Drama,War,Action,famous score,hero,mine
1065,1065,Ordinary People,,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",12.541983,United States of America,1980-09-19,0,124.0,English,7.4,145,Drama,,,post traumatic stress  disorder,depression,suicide attempt
1066,1066,School Daze,,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,3.159574,United States of America,1988-02-12,0,121.0,English,6.2,26,Comedy,Drama,,musical,,
1067,1067,Mystic Pizza,,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut.,6.379933,United States of America,1988-10-13,0,104.0,English,5.9,123,Comedy,Drama,Romance,independent film,commitment,lobster
1070,1070,Wish I Was Here,,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",15.015271,United States of America,2014-01-18,5483299,120.0,English,6.4,300,Drama,Comedy,,jew,independent film,homeschooling
1077,1077,Do the Right Thing,,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",15.580335,United States of America,1989-06-30,37295445,120.0,English,7.6,292,Drama,,,black people,italo-american,police brutality
1078,1078,Rang De Basanti,,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",5.206967,India,2006-01-26,11502151,157.0,हिन्दी,7.2,97,Drama,,,new delhi india,students' movement,war of independence
1080,1080,Miss Julie,,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",5.033065,United Kingdom,2014-09-07,5000000,120.0,English,5.9,45,Drama,,,love triangle,love,irish
1084,1084,Monster,,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,19.683187,United States of America,2003-11-16,60378584,110.0,English,7.0,485,Crime,Drama,,female nudity,prostitute,rape
1087,1087,Dallas Buyers Club,,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",59.454473,United States of America,2013-09-07,55198285,117.0,English,7.9,2886,Drama,History,,women,aids,biography
1090,1090,Billy Elliot,,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",20.428237,France,2000-05-18,110000000,110.0,English,7.4,750,Drama,Comedy,Music,workers' quarter,dancing class,strike
1091,1091,House Party 2,,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,3.673566,United States of America,1991-10-23,0,94.0,English,4.7,21,Comedy,,,,,
1093,1093,Our Idiot Brother,http://www.ouridiotbrother.com/,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",15.688439,United States of America,2011-08-26,17273593,90.0,English,5.9,365,Comedy,Drama,,brother sister relationship,sister sister relationship,family clan
1094,1094,Race,,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",22.9951,Canada,2016-02-19,24804129,134.0,English,7.1,478,Action,Drama,,olympic games,biography,sport
1095,1095,"As Above, So Below",http://www.asabovesobelowmovie.com/,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",26.510558,United States of America,2014-08-14,40100000,93.0,English,6.1,766,Horror,Thriller,,paris,treasure,catacombs
1096,1096,Spring Breakers,http://www.springbreakersmovie.com/,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",62.554173,France,2013-01-24,31724284,94.0,English,5.0,1551,Drama,Crime,,female nudity,sex,florida
1097,1097,The Haunting of Molly Hartley,http://www.mylifetime.com/movies/the-haunting-of-molly-hartley,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",8.309894,United States of America,2008-10-31,0,82.0,English,4.3,48,Drama,Horror,,,,
1099,1099,Apollo 18,http://apollo18movie.net/,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",17.028252,Canada,2011-07-20,25562924,86.0,Český,5.0,356,Horror,Thriller,Science Fiction,moon,nasa,infection
1100,1100,No Escape,,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",38.006982,United States of America,2015-08-26,54418872,103.0,Français,6.7,777,Action,Thriller,,hotel,revolution,race against time
1102,1102,Moon,http://www.sonyclassics.com/moon/,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,United Kingdom,2009-06-12,9760104,97.0,Español,7.6,1794,Science Fiction,Drama,,moon,artificial intelligence,clone
1104,1104,The Machinist,,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",35.252056,United States of America,2004-02-09,8203235,101.0,English,7.3,1247,Thriller,Drama,,factory,insomnia,post it
1106,1106,Kill the Messenger,,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,21.343093,United States of America,2014-10-09,2450846,112.0,English,6.6,355,Thriller,Crime,Drama,biography,,
1107,1107,Green Room,http://greenroom-movie.com/,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,30.001024,United States of America,2016-04-15,3220371,95.0,English,6.7,683,Horror,Crime,Thriller,skinhead,heroin,music
1109,1109,The Visit,http://www.stayinyourroom.com/,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",38.94708,United States of America,2015-09-10,98450062,94.0,English,6.0,1360,Horror,Thriller,,rap music,pennsylvania,brother sister relationship
1114,1114,Yoga Hosers,http://www.yogahosers.com/,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,8.618793,United States of America,2016-07-08,0,88.0,English,4.7,102,Comedy,Fantasy,Horror,canada,nazis,sequel
1115,1115,Sling Blade,,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",14.805264,United States of America,1996-08-30,24475416,135.0,English,7.4,231,Drama,,,independent film,repair shop,southern
1117,1117,Only God Forgives,,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death.",35.754865,France,2013-05-30,10337387,90.0,English,5.6,862,Drama,Thriller,Crime,bangkok,suicidal,arthouse
1118,1118,The Blue Lagoon,,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",22.585384,United States of America,1980-07-05,58853106,104.0,English,5.8,408,Romance,Adventure,Drama,sexual identity,shipwreck,lovers
1119,1119,Four Weddings and a Funeral,http://workingtitlefilms.com/film.php?filmID=59,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,29.834065,United Kingdom,1994-03-09,254700832,117.0,English,6.6,632,Comedy,Drama,Romance,upper class,love at first sight,wedding vows
1124,1124,Cargo,http://www.cargoderfilm.ch http://cargothemovie.com,The story of CARGO takes place on rusty space-freighter KASSANDRA on its way to Station 42. The young medic LAURA is the only one awake on board while the rest of the crew lies frozen in hibernation sleep. In 4 months will Laura's shift be over.,10.142218,Switzerland,2009-09-24,0,120.0,Français,5.9,140,Thriller,Mystery,Science Fiction,space colony,space travel,simulated reality 
1126,1126,The Crying Game,http://www.miramax.com/movie/the-crying-game/,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",8.839651,Japan,1992-09-02,62548947,112.0,English,6.9,176,Romance,Crime,Drama,transvestism,gay,hostage
1131,1131,A Haunted House 2,,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",18.428909,United States of America,2014-04-17,0,87.0,English,5.4,346,Comedy,Horror,,haunted house,,
1134,1134,Adore,,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",18.790221,France,2013-04-03,318982,100.0,English,6.1,291,Drama,,,lovers,woman director,
1139,1139,The Witch,http://a24films.com/films/witch/,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",50.319662,Canada,2016-02-19,40423945,92.0,English,6.3,1434,Mystery,Horror,,witch,new england,17th century
1140,1140,I Got the Hook Up,,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.",0.593068,United States of America,1998-05-27,0,93.0,English,5.4,8,Action,Comedy,,,,
1141,1141,She's the One,,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",8.406025,United States of America,1996-08-26,9482579,96.0,English,5.7,70,Comedy,Romance,,brother brother relationship,taxi,ex-girlfriend
1145,1145,The Secret,,"The Secret is the story of a real-life double murder. James Nesbitt plays Colin Howell, a respectable dentist and pillar of the community, who became a killer in partnership with a Sunday school teacher, Hazel Buchanan, played by Genevieve O'Reilly.",0.042346,special,2016-04-29,0,200.0,special,0.0,0,Drama,,,miniseries,,
1146,1146,Rosemary's Baby,,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,26.180367,United States of America,1968-06-12,33395426,136.0,English,7.5,863,Horror,Drama,Mystery,anti-christ,contemporary setting,laundry
1150,1150,Trainspotting,http://www.miramax.com/movie/trainspotting/,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",63.513324,United Kingdom,1996-02-23,16491080,93.0,English,7.8,2655,Drama,Crime,,london england,alcohol,sex
1151,1151,The Original Kings of Comedy,,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",1.918959,United States of America,2000-08-18,0,115.0,English,6.3,15,Comedy,,,,,
1152,1152,Martin Lawrence Live: Runteldat,,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",0.295226,United States of America,2002-08-01,19184015,113.0,English,5.0,1,Comedy,,,daily life,scandal,growing up
1153,1153,Cat on a Hot Tin Roof,,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",16.553594,United States of America,1958-02-17,17570324,108.0,English,7.6,165,Drama,Romance,,individual,suicide,southern usa
1155,1155,Slow West,,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",14.936661,New Zealand,2015-04-16,229094,84.0,English,6.6,367,Romance,Thriller,Western,fire,bounty hunter,shotgun
1157,1157,Whipped,,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",2.144354,United States of America,2000-09-01,0,82.0,Italiano,3.1,11,Comedy,Romance,,independent film,diner,dating
1158,1158,Willy Wonka & the Chocolate Factory,,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,23.981601,United States of America,1971-06-29,4000000,100.0,English,7.4,798,Family,Fantasy,,chocolate,factory worker,based on novel
1159,1159,Frances Ha,,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",15.492257,Brazil,2013-05-17,4069826,86.0,English,7.2,345,Comedy,Drama,,friendship,loneliness,black and white
1160,1160,Tusk,,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",15.754614,United States of America,2014-09-19,1826705,102.0,English,5.1,366,Comedy,Horror,,canada,obsession,walrus
1161,1161,Demonic,,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,12.564554,United Kingdom,2015-02-12,3387000,83.0,English,4.9,148,Thriller,Horror,,detective,haunted house,investigation
1164,1164,Never Back Down 2: The Beatdown,,Four fighters different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in heir midst.,9.249229,United States of America,2011-09-13,0,90.0,English,5.8,136,Drama,Action,,male nudity,cage,kiss
1165,1165,Point Blank,,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",5.164423,United States of America,1967-08-30,3200000,92.0,English,7.1,95,Action,Crime,Drama,alcatraz,revenge,organized crime
1170,1170,Hustle & Flow,,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",6.39503,United States of America,2005-07-22,23563727,116.0,English,6.9,99,Drama,,,rap music,hip-hop,baby
1174,1174,A Haunted House,https://www.facebook.com/AHauntedHouse?fref=ts,"A spoof of all the ""found-footage/documentary style"" films released in recent years.",18.661541,United States of America,2013-01-11,60141683,86.0,English,5.4,516,Comedy,Horror,,horror spoof,found footage,duringcreditsstinger
1176,1176,Kevin Hart: Let Me Explain,http://kevinhartnation.com/portfolio/let-me-explain-2012/,"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales.",9.799357,United States of America,2013-07-03,32230907,74.0,English,7.1,95,Comedy,Documentary,,stand-up comedy,"manhattan, new york city",madison square garden
1181,1181,The Spectacular Now,http://spectacularnowmovie.com/,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",25.722747,United States of America,2013-08-02,6854611,95.0,English,6.8,1048,Comedy,Drama,Romance,alcoholism,coming of age,teenager
1185,1185,Bully,,"After finding himself at the constant abuse of his best friend Bobby, Marty has become fed up with his friend's twisted ways. His girlfriend, a victim of Bobby's often cruel ways, couldn't agree more and they strategize murdering Bobby.",6.677093,United Kingdom,2001-06-15,480811,113.0,English,6.7,125,Crime,Drama,,florida,striptease,homosexuality
1187,1187,Winter's Bone,http://www.wintersbonemovie.com/,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",20.834883,United States of America,2010-06-11,13831503,100.0,English,6.8,565,Drama,,,father,court,bail
1188,1188,We Are Your Friends,,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",28.819424,United Kingdom,2015-08-26,11122090,96.0,English,6.3,658,Drama,Music,Romance,dj,,
1189,1189,In the Shadow of the Moon,,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.",3.43159,United Kingdom,2007-01-19,0,109.0,Magyar,7.6,31,Documentary,,,nasa,space mission,rocket
1194,1194,Circle,,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,6.752141,United States of America,2015-10-02,0,87.0,English,6.0,333,Horror,Science Fiction,,survival,execution,stranger
1197,1197,Highway,,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",3.419685,United States of America,2002-01-01,0,97.0,English,5.6,37,Action,Adventure,Drama,road movie,,
1199,1199,River's Edge,,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",6.463806,United States of America,1986-08-27,0,99.0,English,6.7,59,Crime,Drama,,sex,police,friends
1200,1200,The Square,http://www.thesquarefilm.com/,"The Square, a new film by Jehane Noujaim (Control Room; Rafea: Solar Mama), looks at the hard realities faced day-to-day by people working to build Egypt’s new democracy. Catapulting us into the action spread across 2011 and 2012, the film provides a kaleidoscopic, visceral experience of the struggle. Cairo’s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarek’s fall. The life-and-death struggle between the people and the power of the state is still playing out.",4.892203,United Kingdom,2013-06-07,0,88.0,العربية,7.8,55,Documentary,Drama,History,woman director,,
1202,1202,The Last Exorcism,http://thelastexorcism.com/,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.838986,United States of America,2010-08-27,67738090,87.0,English,5.6,328,Horror,Drama,Thriller,exorcism,fraud,evil spirit
1203,1203,Nowhere Boy,http://www.nowhereboy.co.uk/,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,1.950959,Canada,2009-12-25,0,98.0,English,7.2,244,Drama,,,musician,musical,biography
1206,1206,Cabin Fever,,"In this grisly remake of the 2002 horror hit, five college chums rent an isolated woodland cabin for a party. But their fun quickly ends when the group is exposed to a hideous flesh-eating virus, and survival becomes the name of the game.",5.379319,United States of America,2016-02-12,0,99.0,English,4.4,111,Horror,,,vacation,remake,woods
1208,1208,The Squid and the Whale,,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents divorce in Brooklyn in the 1980's.",13.788054,United States of America,2005-10-05,11098131,81.0,English,6.9,226,Comedy,Drama,,childhood memory,uniform,independent film
1209,1209,Kickboxer: Vengeance,http://www.kickboxervengeance.com,"Eric and Kurt Sloane are the descendants of a well-known Venice, California-based family of martial artists.  Kurt, the younger of the two,  has always been in his brother Eric’s shadow, and despite his talent has been told he lacks the instinct needed to become a champion.  But when Kurt witnesses the merciless murder of his brother at the hands of Muay Thai champion Tong Po, he vows revenge.  He trains with his brother’s mentor for a fight to the death with Tong Po. At first it seems impossible to turn Kurt into the living weapon he must become to beat Tong Po, but through a series of tests and dangerous encounters, Kurt proves he has a deeper strength that will carry him through to his final showdown with Tong Po.",6.526588,United States of America,2016-07-14,0,90.0,English,4.5,99,Action,Drama,,martial arts,kickboxing,martial arts tournament
1210,1210,Insidious,http://www.insidious-movie.com/,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",58.594852,United States of America,2010-09-13,97009150,103.0,English,6.8,1737,Horror,Thriller,,medium,evil spirit,house warming
1214,1214,"Lock, Stock and Two Smoking Barrels",http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,16.032594,United Kingdom,1998-03-05,3897569,105.0,English,7.5,1648,Comedy,Crime,,ambush,alcohol,shotgun
1218,1218,Rebecca,,A self-conscious bride is tormented by the memory of her husband's dead first wife.,18.426825,United States of America,1940-04-12,6000000,130.0,English,7.7,336,Drama,Mystery,,monte carlo,based on novel,age difference
1222,1222,Below Zero,,"When Jack (Edward Furlong) is in danger of missing a deadline, his manager orders him to take whatever measures are needed to complete his screenplay. Jack locks himself in a slaughterhouse freezer but discovers that his inner demons are keeping him company. Despite the cold, Jack's imagination is red-hot as he concocts the story of Frank (Furlong), a tow truck driver who's locked in a fridge with the dying victim of a serial killer.",1.36514,Canada,2011-10-22,0,0.0,English,4.4,12,Thriller,Horror,,screenwriter,,
1223,1223,Waiting...,,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",10.230583,United States of America,2005-10-07,18637690,94.0,English,6.2,237,Comedy,,,decision,waiter,hostess
1224,1224,Rocky,,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",72.19808,United States of America,1976-11-21,117235147,119.0,English,7.5,1791,Drama,,,underdog,philadelphia,transporter
1225,1225,Unfriended,,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens.",41.972329,United States of America,2015-04-17,62882090,82.0,English,5.5,1047,Horror,Thriller,,computer,bullying,revenge
1226,1226,Taxi Driver,,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",58.845025,United States of America,1976-02-07,28262574,114.0,English,8.0,2535,Crime,Drama,,vietnam veteran,taxi,obsession
